movie_id,budget,homepage,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,overview_clean,genres_clean,cast_clean,crew_clean,keywords_clean,original_language_full
210577,61000000,http://www.gonegirlmovie.com/,Gone Girl,143.041543,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Artemple - Hollywood"", ""id"": 60682}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,369330363,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You don't know what you've got 'til it's...,Gone Girl,7.9,5862,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."," Thriller, Mystery, Drama"," Ben Affleck, Rosamund Pike, Carrie Coon, Neil Patrick Harris",Director: David Fincher," disappearance, search party, criminal lawyer, missing person, murder suspect, marriage crisis, cheating husband, based on novel, missing wife, wife murder",English
10708,60000000,,Daddy Day Care,18.106021,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-05-03,164433867,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Who's your daddy?,Daddy Day Care,5.6,506,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center."," Family, Comedy"," Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King",Director: Steve Carr," success, unemployment, competition, children, kindergarten",English
136400,61000000,http://www.2guns.net/,2 Guns,42.881415,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Envision Entertainment Corporation"", ""id"": 11030}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-02,131940411,109.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","2 Guns, 1 Bank.",2 Guns,6.6,1589,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.," Crime, Action, Comedy"," Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton",Director: Baltasar Kormákur," undercover agent, based on comic book, fugitive, money, bank robbery, dea agent, undercover",English
10992,60000000,http://catsanddogsmovie.warnerbros.com/cmp/main.html,Cats & Dogs,18.735024,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""BenderSpink"", ""id"": 6363}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-04,93375151,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Things Are Gonna Get Hairy!,Cats & Dogs,5.0,352,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts."," Family, Comedy"," Jeff Goldblum, Elizabeth Perkins, Alexander Pollock, Miriam Margolyes",Director: Lawrence Guterman," 3d, governance, allergy, fight, puppy",English
2642,60000000,,Two Weeks Notice,24.153567,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Fortis Films"", ""id"": 4258}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-19,93354918,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Over. Done. Finished. A comedy about love at last glance.,Two Weeks Notice,5.9,487,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George."," Comedy, Romance"," Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey",Director: Marc Lawrence," new york, lawyer, romantic comedy, environmental law, billionaire, parish hall",English
8916,60000000,,Antz,41.515702,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-02,171757863,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Every ant has his day.,Antz,6.0,1272,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army."," Family, Comedy, Animation, Adventure"," Woody Allen, Dan Aykroyd, Anne Bancroft, Danny Glover",Director: Tim Johnson," general, individuality, princess, friend, soldier, work, worker, assignment, war, ant, hero",English
19899,70000000,http://www.couplesretreatmovie.com/,Couples Retreat,26.676487,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-19,171844840,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It may be paradise... but it's no vacation.,Couples Retreat,5.3,588,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face."," Comedy, Romance"," Vince Vaughn, Malin Åkerman, Jason Bateman, Kristen Bell",Director: Peter Billingsley," couples therapy, island, beautiful woman, married couple, tropical, french polynesia, duringcreditsstinger, yoga, aftercreditsstinger, tahiti, polynésie française",English
2119,60000000,,Days of Thunder,16.278022,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-27,157920733,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You can't stop the thunder.,Days of Thunder,5.9,353,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.", Adventure," Tom Cruise, Robert Duvall, Nicole Kidman, Randy Quaid",Director: Tony Scott," stock-car-race, daytona, car crash",English
9641,60000000,,Cheaper by the Dozen 2,18.831023,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Dozen Canada Productions"", ""id"": 87840}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-21,129181830,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Same Big Family... Even Bigger Adventure.,Cheaper by the Dozen 2,5.7,526,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,", Comedy," Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling",Director: Adam Shankman," father, lake, holiday, rivalry, labor pain, family holiday, big family",English
38167,60000000,http://www.sonypictures.com/movies/eatpraylove/,Eat Pray Love,28.800112,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Red Om Films"", ""id"": 2455}, {""name"": ""Plan B Entertainment"", ""id"": 45778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-12,204594016,133.0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Let Yourself GO,Eat Pray Love,5.8,636,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.", Drama," Julia Roberts, James Franco, Javier Bardem, Billy Crudup",Director: Ryan Murphy," bali, female protagonist, indonesia, india, divorce",English
9563,55000000,,Any Given Sunday,23.127561,"[{""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Ixtlan"", ""id"": 4198}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-16,100230832,163.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Play or be Played.,Any Given Sunday,6.8,422,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world., Drama," Al Pacino, Cameron Diaz, Dennis Quaid, James Woods",Director: Oliver Stone," american football, american football stadium, sport, trainer, american football coach, training",English
1538,65000000,,Collateral,44.815022,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""Edge City"", ""id"": 11463}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-04,217764291,120.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",It started like any other night.,Collateral,7.0,1451,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.," Drama, Crime, Thriller"," Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",Director: Michael Mann," hostage, criminal, hitman, fbi, taxi, california, assassin, taxi driver, police, murderer, los angeles, crime, gun violence",English
9334,60000000,http://www.the-scorpion-king.com/,The Scorpion King,37.537093,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kalima Productions GmbH & Co. KG"", ""id"": 7385}, {""name"": ""World Wrestling Entertainment (WWE)"", ""id"": 7588}, {""name"": ""Alphaville Films"", ""id"": 11462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2002-04-16,165333180,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Warrior. Legend. King.,The Scorpion King,5.3,779,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world."," Fantasy, Action, Adventure"," Dwayne Johnson, Kelly Hu, Michael Clarke Duncan, Steven Brand",Director: Chuck Russell," temple, egypt",English
11128,60000000,,Ladder 49,10.99991,"[{""name"": ""Casey Silver Productions"", ""id"": 877}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Fantail Films Inc."", ""id"": 53987}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-01,74541707,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Their greatest challenge lies in rescuing one of their own,Ladder 49,6.2,207,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids."," Drama, Thriller, Action"," Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick",Director: Jay Russell," practical joke, ledge",English
75780,60000000,http://www.jackreachermovie.com/,Jack Reacher,56.868399,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""TC Productions"", ""id"": 21777}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-20,218340595,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Law Has Limits. He Does Not.,Jack Reacher,6.3,2998,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for."," Drama, Crime, Thriller"," Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",Director: Christopher McQuarrie," quarry, sniper, investigation, police, based on novel",English
8914,60000000,,Deep Blue Sea,22.991269,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Riche-Ludwig Productions"", ""id"": 28438}, {""name"": ""Groucho III Film Partnership"", ""id"": 28439}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-28,73648228,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bigger. Smarter. Faster. Meaner.,Deep Blue Sea,5.6,604,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility."," Thriller, Science Fiction, Action"," Thomas Jane, Saffron Burrows, LL Cool J, Michael Rapaport",Director: Renny Harlin," shark, alzheimer's disease, shark attack, killer shark, no opening credits",English
39538,60000000,http://contagionmovie.warnerbros.com/,Contagion,38.820858,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",2011-09-08,137551594,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Nothing spreads like fear,Contagion,6.2,1325,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself."," Drama, Thriller, Science Fiction"," Matt Damon, Gwyneth Paltrow, Kate Winslet, Jude Law",Director: Steven Soderbergh," outbreak, saving the world, quarantine, scientist, infection, epidemic, terminal illness, vaccine, mutation, lethal virus, medical",English
10628,0,,Kangaroo Jack,10.292864,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-17,0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",He stole the money... And he's not giving it back.,Kangaroo Jack,4.3,203,"Two childhood friends, a New York hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo."," Crime, Comedy, Adventure"," Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken",Director: David McNally," australia, hoodlum, kangaroo, fool, money delivery",English
14836,60000000,http://coraline.com/,Coraline,51.146047,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Laika Entertainment"", ""id"": 11537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-02-05,124596398,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Be careful what you wish for.,Coraline,7.3,1386,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her."," Family, Animation"," Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",Director: Henry Selick," button, secret door, duringcreditsstinger, parallel world, stuffed animal, eye, aftercreditsstinger, dream, new home",English
8645,60000000,http://www.thehappeningmovie.com,The Happening,20.501582,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""UTV Motion Pictures"", ""id"": 2320}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2008-06-11,163403799,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,4.9,950,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan."," Thriller, Science Fiction"," Mark Wahlberg, Zooey Deschanel, John Leguizamo, Spencer Breslin",Director: M. Night Shyamalan," crisis, tree, natural disaster, park, strange behavior",English
9384,60000000,,Starsky & Hutch,28.848842,"[{""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""AR-TL"", ""id"": 53610}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-05,170268750,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",They're the man.,Starsky & Hutch,5.6,644,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman."," Crime, Comedy"," Ben Stiller, Owen Wilson, Snoop Dogg, Fred Williamson",Director: Todd Phillips," surveillance footage, informant, jumping from a rooftop",English
9279,60000000,,Jingle All the Way,22.501041,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-15,129832389,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Two Dads, One Toy, No Prisoners.",Jingle All the Way,5.5,575,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure."," Family, Comedy"," Arnold Schwarzenegger, Phil Hartman, Sinbad, Rita Wilson",Director: Brian Levant," toy, puppet, santa claus, navidad, christmas party, holiday, turboman, christmas",English
77174,60000000,http://paranorman.com,ParaNorman,39.539045,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Laika Entertainment"", ""id"": 11537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-03,107139399,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It's all fun and games until someone raises the dead.,ParaNorman,6.7,789,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can."," Family, Comedy, Animation, Adventure"," Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland, Anna Kendrick",Director: Chris Butler," strange, ghost, stop motion, jock, curse, child witch, dealing with the past, medium, witch trial, aftercreditsstinger, communicating with the dead, empathy",English
9620,60000000,,Paycheck,29.018826,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Province of British Columbia Film Incentive BC"", ""id"": 11567}, {""name"": ""Solomon/Hackett Productions"", ""id"": 22536}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-25,96269812,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Remember the future.,Paycheck,5.9,581,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water."," Action, Mystery, Science Fiction, Thriller, Adventure"," Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti",Director: John Woo," scientist, millionaire, prophecy, engineer",English
3512,60000000,,Under Siege 2: Dark Territory,13.080725,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Seagal/Nasso Productions"", ""id"": 17825}, {""name"": ""Victor Company of Japan (JVC)"", ""id"": 21480}, {""name"": ""Cutting Edge Films"", ""id"": 63906}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-13,104324083,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Last time he rocked the boat. This time the sky's the limit.,Under Siege 2: Dark Territory,5.6,210,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback."," Thriller, Action"," Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",Director: Geoff Murphy," satellite, terrorist, pentagon, navy seal, train",English
137094,60000000,,Jack Ryan: Shadow Recruit,42.538258,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Etalon film"", ""id"": 9341}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-15,50549107,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Trust no one.,Jack Ryan: Shadow Recruit,5.9,1173,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."," Drama, Thriller, Action"," Chris Pine, Keira Knightley, Kevin Costner, Kenneth Branagh",Director: Kenneth Branagh," agent, terrorist, london england, corruption, surveillance, jack ryan, rehab, u.s. marine, sniper, conspiracy, russia, analyst, murder, explosive, cia, intelligence",English
267860,60000000,https://www.facebook.com/LondonHasFallenOfficial,London Has Fallen,61.849521,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""LHF Film"", ""id"": 73045}, {""name"": ""Gerard Butler Alan Siegel Entertainment"", ""id"": 73046}, {""name"": ""Nu Boyana Film Studios"", ""id"": 74795}]","[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2016-03-02,205754447,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The world's leaders have assembled. So have their enemies.,London Has Fallen,5.8,1621,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders."," Thriller, Crime, Action"," Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett",Director: Babak Najafi," terrorist attack, terrorist, london england",English
8078,70000000,,Alien: Resurrection,37.44963,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-12,162000000,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It's already too late.,Alien: Resurrection,5.9,1365,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth."," Science Fiction, Action, Horror"," Sigourney Weaver, Winona Ryder, Brad Dourif, Ron Perlman",Director: Jean-Pierre Jeunet," alien queen, swimming underwater, mercenary, man in wheelchair, smuggler, scientist, impalement, breeding, gene manipulation, sequel, betrayal, dystopia, flamethrower, android, explosive decompression, disembowelment, alien, cloning, genetic engineering, xenomorph, regeneration",English
7485,61000000,http://www.shootermovie.com/,Shooter,37.378081,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Grosvenor Park Impact Productions"", ""id"": 57421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-22,95696996,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Yesterday was about honor. Today is about justice.,Shooter,6.9,1462,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why."," Action, Mystery, Drama, Crime, Thriller"," Mark Wahlberg, Michael Peña, Danny Glover",Director: Antoine Fuqua," conspiracy of murder, senator, rifle, fbi agent, corruption, sniper, sniper rifle, childlessness",English
