title_clean,tmdb_movieId,movieLens_movieId
Midnight in paris,59436,86882
Blow,4133,4239
Message in a bottle,10207,2497
Star trek v: the final frontier,172,1373
Like mike,21972,5458
P.s. i love you,6023,56941
Racing stripes,6439,31223
Atonement,4347,55052
Letters to juliet,37056,78316
The three stooges,76489,140381
Corpse bride,3933,37729
Glory road,9918,42730
Southpaw,307081,139642
Drag me to hell,16871,68952
The age of adaline,293863,132480
Secondhand lions,13156,6753
Step up 3d,41233,80222
Blue crush,9266,5524
Stranger than fiction,1262,46976
30 days of night,4513,55282
Meet the spartans,7278,57532
Midnight run,9013,3104
The running man,865,161702
Little shop of horrors,10776,2746
Hanna,50456,86190
Mortal kombat: annihilation,9823,1681
Larry crowne,59861,87522
Take the lead,12763,44613
Gridiron gang,9766,48161
What's the worst that could happen?,14034,4341
Winnie the pooh,51162,88267
Dumb and dumberer: when harry met lloyd,10152,6482
Bulworth,9452,1883
Get on up,239566,113207
One true thing,53113,2272
Virtuosity,9271,338
My super ex-girlfriend,4474,45732
Sanctum,48340,84613
Little black book,14846,8799
Mr. 3000,16232,8864
Ultraviolet,9920,43928
Fled,18550,809
Eight legged freaks,8869,5478
88 minutes,3489,53207
North country,9701,39234
Splice,37707,78266
Howard the duck,10658,2450
Pride and glory,13150,62792
Wicker park,11208,8836
Wing commander,10350,2549
In dreams,28902,2446
Dragonball evolution,14164,67867
Chasing liberty,14844,7169
Hoodwinked too! hood vs. evil,57089,97462
Barney's version,46829,82527
Runner runner,146238,105351
Antitrust,9989,4052
Once upon a time in america,311,1227
Dead man down,102362,101137
The merchant of venice,11162,207191
Supercross,17186,36392
Miss potter,13967,50160
Doa: dead or alive,9053,50003
Wild card,265208,128488
Machine gun preacher,45610,90624
Animals united,50135,129830
United passions,271331,145921
Savva. heart of the warrior,367961,199952
Ripley's game,10955,27408
Sausage party,223702,158872
Pitch perfect 2,254470,133419
Walk the line,69,40819
Keeping the faith,4967,3536
The borrowers,9449,128241
Frost/nixon,11499,64620
Serving sara,12771,5529
Cry freedom,12506,4095
Mumford,24071,2883
Straight outta compton,277216,140715
Indiana jones and the temple of doom,87,2115
Along came a spider,2043,4238
Florence foster jenkins,315664,155659
Once upon a time in mexico,1428,6709
Die hard,562,1036
Taking woodstock,26320,70984
Miracle,14292,7263
Identity,2832,6323
Last vegas,137093,106330
For your eyes only,699,2989
Serendipity,9778,4823
Timecop,8831,379
Zoolander,9398,4816
Safe haven,112949,100527
Hocus pocus,10439,2052
No reservations,3638,54276
Kick-ass,23483,76251
30 minutes or less,62206,88812
Dracula 2000,10577,4030
"Alexander and the terrible, horrible, no good, very bad day",218778,115381
Pride & prejudice,4348,40629
Blade runner,78,541
Rob roy,11780,151
3 days to kill,192102,109569
We own the night,2001,55272
Lost souls,10383,3956
"Mystery, alaska",15198,2889
Ghosts of mars,10016,4735
Pride and prejudice and zombies,58431,149830
Kundun,9746,1730
How to lose friends & alienate people,13092,62113
Kick-ass 2,59859,104241
Alatriste,13495,58743
Brick mansions,254473,110826
Octopussy,700,7570
Knocked up,4964,52973
Notes on a scandal,1259,49961
Rendition,5125,55284
Star trek vi: the undiscovered country,174,1372
Divine secrets of the ya-ya sisterhood,9583,5415
Kiss the girls,9437,1620
Joyful noise,63574,91873
About a boy,245,5377
Lake placid,9825,2713
Lucky number slevin,186,44665
Anonymous,61891,90645
Return to oz,13155,2093
Case 39,28355,76030
Suspect zero,8080,8831
Martian child,5126,55732
Money monster,303858,157200
Mindhunters,16617,8369
What just happened,8944,58432
The magic flute,37028,129415
Paul blart: mall cop,14560,65802
Shakespeare in love,1934,2396
Kindergarten cop,951,7004
Pineapple express,10189,61024
Ever after: a cinderella story,9454,2125
Open range,2055,6617
Final destination 2,9358,6058
"O brother, where art thou?",134,4027
Pain & gain,134374,102033
In good company,1901,30822
Silverado,11509,7027
Agent cody banks 2: destination london,17047,7345
Original sin,2057,4699
Welcome to mooseport,16784,7294
Accidental love,316002,137900
Self/less,238615,135518
Mrs. doubtfire,788,500
Rain man,380,1961
Gran torino,13223,64614
W.,10523,62437
The best of me,239571,115147
Schindler's list,424,527
Scooby-doo 2: monsters unleashed,11024,7369
Freddy vs. jason,6466,6615
The face of an angel,254024,136654
Jimmy neutron: boy genius,12589,4990
Cloverfield,7191,57368
Teenage mutant ninja turtles ii: the secret of the ooze,1497,3439
No country for old men,6977,55820
Ride along,168530,108156
Bridget jones's diary,634,4246
"Legally blonde 2: red, white & blonde",10327,6535
No strings attached,41630,84374
Tombstone,11969,553
Romeo must die,2085,3452
Final destination 3,9286,43679
Finding neverland,866,8970
Anchorman: the legend of ron burgundy,8699,8641
Goodfellas,769,1213
Agent cody banks,10923,6624
Nanny mcphee,11283,43560
Money talks,9416,1604
There will be blood,7345,56782
Undercover brother,12277,5401
Kiss of the dragon,2140,4387
Beauty shop,14177,32589
What a girl wants,10735,6266
Jeepers creepers 2,11351,6695
Good luck chuck,10030,55245
Cradle 2 the grave,10623,6196
She's the man,9655,44193
Mr. bean's holiday,1268,52694
Anacondas: the hunt for the blood orchid,11237,8830
August rush,5123,55872
Elizabeth,4518,2336
Tora! tora! tora!,11165,3066
Spice world,6116,1760
The sitter,57431,137002
Dance flick,21724,68965
Crocodile dundee in los angeles,9290,4254
Kingpin,11543,785
August: osage county,152737,106841
Ice princess,13374,32289
Eddie the eagle,319888,151455
He got game,9469,1840
Don juan demarco,1909,224
Dear john,22971,74688
Punch-drunk love,8051,5673
Eurotrip,9352,7317
Half past dead,10167,5815
Unaccompanied minors,18147,49642
"Bright lights, big city",17170,4482
The adventures of pinocchio,18975,200908
My soul to take,43931,81270
Maximum risk,10861,990
Stealing harvard,12770,5573
Angela's ashes,10397,3179
Draft day,200505,110453
Lifeforce,11954,2377
Lords of dogtown,9787,33672
The 33,293646,145030
Big trouble in little china,6978,3740
Fly me to the moon,133698,61267
Michael collins,1770,991
Gettysburg,10655,4047
Stop-loss,8988,58876
Abandon,15992,5677
Brokedown palace,17707,2771
Mrs. winterbourne,40001,691
Stone cold,21338,26755
Sheena,24264,4985
Underclassman,19803,30896
Say it isn't so,20309,4229
Tank girl,9067,327
King's ransom,27360,33148
Bloodrayne,168705,42721
Carnage,72113,90430
Cirque du soleil: worlds away,94352,99143
Without limits,22256,2237
Me and orson welles,12404,72703
Love ranch,39845,89327
The true story of puss 'n boots,25353,116499
Space dogs,36696,131936
Ironclad,38543,89650
Waterloo,33157,7814
Kung fu jungle,290864,131270
On the road,83770,95488
Star trek iv: the voyage home,168,1376
Rocky balboa,1246,49651
Scream 2,4233,1717
Jane got a gun,174751,150258
Think like a man too,184098,112303
Old school,11635,6188
I still know what you did last summer,3600,2338
Return to me,2621,3512
Zack and miri make a porno,10358,62434
Nurse betty,10480,3893
"Girl, interrupted",3558,3186
Win a date with tad hamilton!,13476,7255
Muppets from space,10208,2709
Ready to rumble,20697,3511
Play it to the bone,20761,3180
I don't know how she does it,70868,89388
Beyond the sea,6478,30818
Meet the deedles,40688,1822
Faster,41283,82744
Zombieland,19908,71535
Final destination,9532,3409
Pitch black,2787,3300
Her,152601,106920
Joy ride,10866,4821
Anywhere but here,21349,3051
Haywire,70435,92008
Jaws: the revenge,580,4124
Marvin's room,9819,1399
Harley davidson and the marlboro man,2453,4203
In the valley of elah,6973,55094
Cheri,22215,70093
Vanity fair,11632,8833
Bodyguards and assassins,30596,92804
1408,3021,53953
Spaceballs,957,3033
There's something about mary,544,1923
Gandhi,783,1293
The hundred-foot journey,228194,113275
I am sam,10950,5014
Son of god,235260,109897
Derailed,8999,40614
Shadowlands,10445,534
Deuce bigalow: european gigolo,11453,34530
Delivery man,146239,106540
Our kind of traitor,205588,157276
Diary of a wimpy kid: dog days,82650,96283
Summer of sam,10279,2702
Jay and silent bob strike back,2294,4734
"Hail, caesar!",270487,143859
Josie and the pussycats,19366,4248
Homefront,204082,106785
I heart huckabees,1599,8910
Robocop 3,5550,519
Megiddo: the omega code 2,30379,4781
Darling lili,42586,74547
Dudley do-right,17709,2828
The libertine,7548,175255
Mad money,12085,57370
Before i go to sleep,204922,114007
Sorcerer,38985,26393
Moliere,21494,70537
Michael clayton,4566,55276
My fellow americans,17795,1390
Arlington road,1073,2707
Underdogs,153158,191271
To rome with love,81836,95201
Firefox,10724,6078
Teenage mutant ninja turtles iii,1499,3440
Hardball,20857,4771
Silver linings playbook,82693,97921
Freedom writers,1646,49910
Never back down,8456,58627
Away we go,19255,66665
Swing vote,10187,60939
Moonlight mile,31005,5625
Tinker tailor soldier spy,49517,89753
Existenz,1946,2600
Home alone 2: lost in new york,772,2953
Close encounters of the third kind,840,3471
Beverly hills cop ii,96,4084
Bringing down the house,10678,6212
Wayne's world,8872,3253
Jackass 3d,16290,81156
Jaws 2,579,1388
Beverly hills chihuahua,14405,63540
Are we there yet?,11637,31422
Tammy,226486,112497
School of rock,1584,6863
Mortal kombat,9312,44
White chicks,12153,8531
Holes,8326,6297
12 years a slave,76203,105844
Drumline,13497,5941
Edward scissorhands,162,2291
Me before you,296096,152017
Bad moms,376659,161580
Date movie,10073,43919
Return to never land,16690,5109
Selma,273895,118700
Boogeyman,8968,31431
Epic movie,9760,50798
Spotlight,314365,142488
Lakeview terrace,13279,61705
How stella got her groove back,33644,2154
Bill & ted's bogus journey,1649,4980
Selena,16052,1487
Vampires suck,40264,80350
Babel,1164,46723
This is where i leave you,239678,114601
Doubt,14359,64575
Team america: world police,3989,8917
Texas chainsaw 3d,76617,99721
Copycat,1710,22
Paint your wagon,20391,4709
Wild things,617,1805
High fidelity,243,3481
One missed call,6933,57520
Eternal sunshine of the spotless mind,38,7361
You again,38303,80858
Street kings,1266,59016
Daybreakers,19901,73268
She's out of my league,34016,74946
Stay alive,10069,44731
Quigley down under,9588,26750
Alpha and omega,12819,88468
The covenant,9954,170987
Stick it,10115,45221
Shorts,25132,71821
To die for,577,45
Appaloosa,12690,61986
Georgia rule,13159,53002
Ladyhawke,526,3479
Simon birch,22796,2236
Reign over me,2355,51931
Into the wild,5915,55247
Silent hill: revelation 3d,61012,97785
From dusk till dawn,755,70
Pooh's heffalump movie,13682,31687
21 grams,470,6953
Capitalism: a love story,22074,71450
Secret in their eyes,290751,140525
Disaster movie,13805,61348
Armored,4597,72762
What's your number?,63492,90576
Lockout,81796,93563
Envy,10710,7448
Crank: high voltage,15092,68205
Bullets over broadway,11382,348
One night with the king,15005,48600
Undisputed,15070,5531
12 rounds,17134,70361
Let me in,41402,80831
3 ninjas kick back,18885,4749
Be kind rewind,4953,55830
Triple 9,146198,152061
Deconstructing harry,2639,1701
Three to tango,10563,2978
Burnt,295964,142536
Everyone says i love you,9716,1057
Superbabies: baby geniuses 2,31117,8859
The man,9074,167718
Code name: the cleaner,14396,50153
Connie and carla,15673,7437
Sweet charity,42618,6245
Inherent vice,171274,116799
Doogal,24432,43926
Battle of the year,109417,105086
Strange wilderness,14220,57536
Topsy-turvy,46435,3163
Little boy,256962,135504
Chasing mavericks,82684,97832
Bandslam,23367,70643
Birth,10740,8959
A most violent year,241239,118898
Passchendaele,14582,66015
Flash of genius,14914,62577
"Synecdoche, new york",4960,62511
Bon voyage,14652,8779
Can't stop the music,40932,4831
My all american,334531,151927
Marci x,32316,6685
The oogieloves in the big balloon adventure,112937,160195
All good things,46503,82378
Rapa nui,10448,8585
Dylan dog: dead of night,43935,88380
People i know,11458,6330
Regression,241257,132798
Hands of stone,184341,163006
Dances with wolves,581,590
Bad teacher,52449,87485
Sea of love,12150,4661
The shining,694,180263
Back to the future,105,1270
Fight valley,385383,170044
Just married,12090,6006
Thomas and the magic railroad,16110,3820
Sex drive,13523,63479
Leap year,25195,73319
Take me home tonight,50725,84950
Kansas city,22479,869
Indignation,340611,160644
Land of the dead,11683,33834
Out of inferno,244339,199053
Fear and loathing in las vegas,1878,1884
Big,2280,2797
Borat: cultural learnings of america for make benefit glorious nation of kazakhstan,496,48385
Legally blonde,8835,4447
Star trek iii: the search for spock,157,1375
Deuce bigalow: male gigolo,10402,3146
Left behind,218043,115414
Bad santa,10147,6957
Austin powers: international man of mystery,816,1517
My big fat greek wedding 2,302688,155743
Diary of a wimpy kid: rodrick rules,60307,86014
Predator,106,3527
Amadeus,279,1225
Mean girls,10625,7451
Under the tuscan sun,10934,6765
Gosford park,5279,5013
Peggy sue got married,10013,2469
Blue jasmine,160588,103980
United 93,9829,45210
Honey,10028,7142
Spy hard,10535,743
The fog,790,171447
Soul surfer,43959,86815
Catch-22,10364,4349
Observe and report,16991,67695
Conan the destroyer,9610,5040
Raging bull,1578,1228
Love happens,25643,71325
Young sherlock holmes,11904,2414
127 hours,44115,81562
Small time crooks,10569,3618
Center stage,10560,3594
Love the coopers,333348,147022
Catch that kid,20483,7262
Life as a house,11457,4880
Steve jobs,321697,136562
"I love you, beth cooper",19840,70663
Youth in revolt,22327,73266
Blow out,11644,5712
Getaway,146227,104760
And so it goes,253235,112749
Troop beverly hills,22102,4676
Being julia,18701,8943
Ed wood,522,235
Labor day,130150,108780
Rocknrolla,13809,62849
Megaforce,27380,6099
Mao's last dancer,33870,83082
Midnight special,245703,130576
Anything else,10739,6750
Carlos,43434,81817
I come with the rain,31166,182455
One man's hero,69848,2235
I am wrath,332411,157407
Renaissance,9389,44849
Red sonja,9626,2373
Red lights,75638,96857
Hoodwinked!,10982,42734
Hotel rwanda,205,30749
Hitman,1620,56156
Black nativity,175541,111944
The prince,241254,114849
Aliens,679,1200
My fair lady,11113,914
I know what you did last summer,3597,1644
Let's be cops,193893,113453
Beerfest,9988,47640
Good boy!,21765,6871
Smokin' aces,7516,50794
40 days and 40 nights,2752,5151
Beastly,38117,82152
Dickie roberts: former child star,13778,6702
"Mcfarland, usa",228203,129659
Lottery ticket,41382,87314
Atl,13960,44815
Pitch perfect,114150,96588
Summer catch,26602,4736
Larry the cable guy: health inspector,15639,44729
Brooklyn's finest,26390,74944
55 days at peking,27759,38843
Evil dead,109428,101739
My life in ruins,23049,70932
American dreamz,9310,45106
Superman iv: the quest for peace,11411,2643
How she move,16988,57530
Shanghai surprise,58048,3390
Veronica guerin,10629,6884
Escobar: paradise lost,255343,130588
Southland tales,4723,56003
Damnation alley,25763,39931
The apparition,79694,192223
Fur: an imaginary portrait of diane arbus,18615,49666
Wall street,10673,4007
Becoming jane,2977,51834
Sydney white,10760,54734
House of sand and fog,11093,7158
Dead poets society,207,1246
When harry met sally...,639,1307
Road trip,9285,3617
Varsity blues,14709,2447
The unborn,13788,194670
Moonrise kingdom,83666,94959
The young messiah,318850,152087
See spot run,39180,4162
Baby boy,16161,4371
Joe dirt,10956,4247
Double impact,9594,4200
Hot fuzz,4638,51255
Vicky cristina barcelona,5038,60950
Boys and girls,10571,3743
White oleander,10994,5668
Jennifer's body,19994,71205
Drowning mona,25166,3324
Radio days,30890,2750
Remember me,23169,75341
How to deal,17403,6549
My stepmother is an alien,12120,4526
Philadelphia,9800,508
Duets,18074,3901
Hollywood ending,9689,5348
Detroit rock city,9781,2772
Highlander,8009,1275
Things we lost in the fire,3877,55286
Soul plane,12657,8363
Good,12410,70970
Enter the void,34647,78836
Juwanna mann,35696,5443
Ararat,16351,5817
Madison,38717,33152
Wasabi,2110,5628
Beverly hills cop,90,4085
Home alone,771,586
Three men and a baby,12154,5308
Tootsie,9576,4361
Top gun,744,1101
American beauty,14,2858
Twins,9493,4558
Tidal wave,33196,104590
The imitation game,205596,116797
Private benjamin,10765,1135
Coal miner's daughter,16769,4835
Diary of a wimpy kid,33217,77206
National lampoon's vacation,11153,2795
Beetlejuice,4011,2174
Big fat liar,11870,5092
Wag the dog,586,1747
Snitch,134411,100737
Krampus,287903,135534
Cop land,2142,1589
Not another teen movie,11397,4974
End of watch,77016,96811
The theory of everything,266856,117176
Malibu's most wanted,13411,6298
Lawrence of arabia,947,1204
Confessions of a teenage drama queen,11132,7316
28 weeks later,1562,53000
When the game stands tall,232679,117308
Because of winn-dixie,17880,31700
Grosse pointe blank,9434,1500
All about steve,23706,71670
Book of shadows: blair witch 2,11531,3973
Match point,116,41285
Ramona and beezus,38843,79572
Boogie nights,4995,1673
Nowhere to run,10413,7014
Flicka,14012,48791
Urban legends: final cut,12212,3908
Tuck everlasting,13768,5667
Keanu,342521,155820
Country strong,45272,84570
Disturbing behavior,9424,2026
Eye of the beholder,18681,3238
Firestarter,11495,3708
Killing them softly,64689,97860
A most wanted man,157849,112940
Freddy got fingered,13166,4255
U2 3d,37003,57970
Idlewild,13816,47646
Whip it,22798,71518
Knockaround guys,7501,5665
The muse,37718,153292
De-lovely,15237,8535
New york stories,9686,4628
Barney's great adventure,17644,1826
Home fries,12257,2385
Here on earth,13539,3453
Brazil,68,1199
Raise your voice,14024,8911
Black snake moan,7874,51091
Dark blue,4911,6185
Whatever it takes,16222,3454
Boat trip,9557,6249
The love letter,57943,122423
Hoot,18276,44949
In bruges,8321,57669
Peeples,72359,121182
Post grad,25704,70898
Whatever works,19265,69604
The in crowd,36047,172299
Jakob the liar,2290,2882
Kiss kiss bang bang,5236,38061
Idle hands,6552,2606
Mulholland drive,1018,4848
Blood and chocolate,10075,50796
You will meet a tall dark stranger,38031,80864
Transsiberian,6687,60647
Crazy in alabama,31306,2977
Funny games,8461,6975
Listening,331592,142226
Felicia's journey,47692,3055
Things to do in denver when you're dead,400,81
The return,11190,161016
Centurion,23759,79796
Silent trigger,24206,5020
Winnie mandela,75033,125309
All the queen's men,31668,5789
Khumba,172391,118876
Dungeons & dragons: wrath of the dragon god,9288,134643
Pandaemonium,40880,4385
Groundhog day,137,1265
Magic mike xxl,264999,137595
Manderlay,1951,39869
Slumdog millionaire,12405,63082
Fatal attraction,10998,3101
Pretty woman,114,597
Crocodile dundee ii,9396,2471
Broken horses,319910,141860
Born on the fourth of july,2604,4008
Cool runnings,864,1020
My bloody valentine,14435,5771
Stomp the yard,1931,50158
Urban legend,9877,2279
Good deeds,62008,132140
Jonah: a veggietales movie,15173,5629
Poetic justice,8291,510
All about the benjamins,13950,5170
Vampire in brooklyn,12158,93
Exorcist ii: the heretic,11586,1998
My boss's daughter,2830,6687
Our family wedding,34563,75803
Dead man on campus,14557,2169
Tea with mussolini,10368,2436
Thinner,10280,742
Crooklyn,34152,352
I think i love my wife,14434,51903
Jason x,11470,5323
Fun size,82679,107557
Little children,1440,48696
Catch a fire,1123,48879
Jefferson in paris,87729,254
Caravans,41317,155882
Mr. turner,245700,115824
Amen.,9045,6041
Reign of assassins,44092,116169
Flipped,43949,80586
Brokeback mountain,142,39183
Clueless,9603,39
Far from heaven,10712,5812
Hot tub time machine 2,243938,128975
Quills,10876,3993
Seven psychopaths,86838,97306
Downfall,613,165765
"Good morning, vietnam",801,3448
Justin bieber: never say never,54518,121103
Black swan,44214,81591
Save the last dance,9816,4054
Miracles from heaven,339984,155583
Young guns,11967,1378
St. vincent,239563,115231
About last night,222899,109372
10 things i hate about you,4951,2572
The shallows,332567,158528
The butterfly effect,1954,7254
Snow day,15489,3286
This christmas,15250,56158
Baby geniuses,22345,2555
Harriet the spy,38223,801
Child's play 2,11186,1992
No good deed,136835,114182
Ex machina,264660,115713
Being john malkovich,492,2997
Two can play that game,25462,4759
Earth to echo,238603,113071
Crazy/beautiful,10691,4372
Letters from iwo jima,1251,50068
Woo,58680,1878
Dirty work,14577,2195
Serial mom,11592,532
Dick,16406,2759
Light it up,19052,3050
54,3682,2188
Bubble boy,9683,4732
Birthday girl,2084,5081
Resurrecting the champ,13074,54612
Admission,144340,101612
Chloe,28211,76079
Faithful,47502,664
Find me guilty,9950,44197
Excessive force,24227,203797
Infamous,9672,48598
The vatican tapes,157544,140074
Attack the block,59678,87192
In the land of blood and honey,79777,91707
Operation chromite,407887,162676
I love you phillip morris,8952,74275
Antwone fisher,13435,5955
The emperor's club,17187,5873
True romance,319,555
Glengarry glen ross,9504,1095
Sorority row,26688,71571
Lars and the real girl,6615,55280
Dancer in the dark,16,3910
Solitary man,36691,78774
Casino jack,45324,82053
Jaws,578,1387
American pie,2105,2706
Think like a man,67660,94323
Barbershop,10611,5572
Star trek ii: the wrath of khan,154,1374
Ace ventura: pet detective,3049,344
Wargames,860,6979
Witness,9281,1674
Act of valor,75674,93297
Step up,9762,47382
Beavis and butt-head do america,3179,1405
Jackie brown,184,1729
Harold & kumar escape from guantanamo bay,13335,59022
Chronicle,76726,92420
Yentl,10269,5012
Time bandits,36819,2968
Patton,11202,1272
One hour photo,9357,5528
Quarantine,13812,62733
Johnson family vacation,19084,7378
How high,8386,4989
Frida,1360,5791
Katy perry: part of me,101267,97059
The fault in our stars,222935,111921
Rounders,10220,2231
Top five,284296,118924
Stir of echoes,11601,2841
Philomena,205220,106438
Aquamarine,14191,44225
Paper towns,286565,128512
My baby's daddy,26710,7170
Nebraska,129670,105197
Max keeble's big move,34549,4822
Young adult,57157,91622
Crank,1948,47200
Living out loud,46889,2331
Just wright,38093,105715
Rachel getting married,14976,62344
Girl with a pearl earring,3635,7151
Sorority boys,6020,5255
About time,122906,104374
Arbitrage,60599,96751
Project almanac,227719,127096
Cadillac records,14299,64229
For your consideration,14799,49220
Celebrity,9466,2356
Running with scissors,7510,48560
From justin to kelly,31246,6483
Girl 6,61752,639
In the cut,10944,6885
Two lovers,10362,66200
Last orders,14778,5112
Ravenous,10212,2560
Charlie bartlett,8669,54281
Stoker,86825,101088
2046,844,27266
Married life,8060,58494
Duma,15907,35015
Ondine,38448,74488
Welcome to collinwood,9260,5636
Critical care,61337,1677
Darling companion,89325,103978
Trade,4170,57393
Breakfast of champions,12479,2507
Cypher,10133,7827
Space battleship yamato,61984,93610
5 days of war,50601,94998
Triangle,26466,74228
10 days in a madhouse,345003,170445
Heaven is for real,236751,110750
Snatch,107,4011
The cry of the owl,18530,134661
Gremlins,927,2003
Dirty grandpa,291870,151739
Doctor zhivago,907,2067
High school musical 3: senior year,11887,62912
Jackass number two,12094,48322
My cousin vinny,10377,2302
If i stay,249164,113604
Drive hard,256092,116419
Major league,9942,4623
St. trinian's,10748,60141
Phone booth,1817,6281
Cruel intentions,796,2541
Saw vi,22804,72129
History of the world: part i,10156,2301
Corky romano,17708,4845
Raising cain,13937,7636
F.i.s.t.,28932,48704
Brooklyn,167073,127108
Barry lyndon,3175,2730
Tomcats,10646,4233
Frailty,12149,5294
Woman in gold,304357,131796
Kinsey,11184,8966
Army of darkness,766,1215
Slackers,20009,5080
What's eating gilbert grape,1587,337
Vera drake,11109,8951
Inside llewyn davis,86829,106766
O,11065,4745
Return to the blue lagoon,13888,5841
Romance & cigarettes,13994,40342
Copying beethoven,1590,52356
Saw v,11917,63436
Jindabyne,4657,52005
Kabhi alvida naa kehna,14395,171737
2001: a space odyssey,62,924
E.t. the extra-terrestrial,601,1097
In the land of women,13067,52668
The blue butterfly,25379,170319
There goes my baby,88641,6847
Housefull,58051,163466
September dawn,14877,54783
The bélier family,304410,133185
Good will hunting,489,1704
Misconduct,373314,152228
Saw iii,214,48877
Stripes,10890,1663
Bring it on,1588,3882
The purge: election year,316727,160565
She's all that,10314,2485
Saw iv,663,55577
White noise,11804,30894
Happy gilmore,9614,104
Jeepers creepers,8922,4744
Bill & ted's excellent adventure,1648,4571
Oliver!,17917,1951
Recess: school's out,19405,4154
Mad max beyond thunderdome,9355,3704
Devil,44040,80846
Friday after next,10426,5874
Insidious: chapter 3,280092,122884
Nick and norah's infinite playlist,12182,62155
Dogma,1832,3052
Twilight zone: the movie,15301,26492
Swimfan,20616,5564
Can't hardly wait,15037,1895
The dead zone,11336,144540
Sinister 2,283445,140529
Valentine,10984,4143
Invasion u.s.a.,15983,4949
Roll bounce,14544,37844
Rushmore,11545,2395
Skyline,42684,82095
The second best exotic marigold hotel,268238,129428
Kit kittredge: an american girl,8359,60289
Mo' better blues,41823,3425
Kung pow: enter the fist,11891,5047
Wrong turn,9902,6379
Mud,103731,102194
Reno 911!: miami,10090,51088
One direction: this is us,164558,104728
Hey arnold! the movie,17710,5448
My week with marilyn,75900,91134
Love jones,27322,1477
End of the spear,14120,46919
Big eyes,87093,118985
Very bad things,10029,2387
Body double,11507,7616
Macgruber,37931,77667
Dirty pretty things,3472,6552
Movie 43,87818,100083
Over her dead body,13160,57538
Seeking a friend for the end of the world,88005,95309
Cedar rapids,52067,84615
American history x,73,2329
Deuces wild,13201,5347
Bad words,209403,109895
Heartbeeps,73247,5756
Black or white,253331,117861
On the line,34043,4875
Rescue dawn,9952,53550
Danny collins,256924,132496
"Jeff, who lives at home",82532,93512
Malone,27342,26600
Peaceful warrior,13689,45503
Bucky larson: born to be a star,67911,92448
Bamboozled,24664,3943
Sphinx,47890,5860
While we're young,252512,130452
Nicholas nickleby,29339,5994
Krrish,32740,46770
Cecil b. demented,14195,3858
Killer joe,73567,95761
Owning mahowny,15394,6337
My blueberry nights,1989,56389
Illuminata,91076,2767
Swept away,12779,5675
"War, inc.",13191,59594
Rosewater,222649,116841
Coriolanus,101173,91571
Imaginary heroes,25350,31114
High heels and low lifes,10034,4879
World's greatest dad,20178,71429
Severance,5072,47937
Welcome to the rileys,31007,84242
Police academy: mission to moscow,11546,8387
Blood done sign my name,41894,74595
Cinco de mayo: la batalla,184374,177735
The open road,24663,126957
Motherhood,22805,74647
Free style,39055,107481
Strangerland,245846,133710
Blonde ambition,15017,57426
Eulogy,16358,8918
Beat the world,66767,181373
Fifty dead men walking,17622,71691
Adam resurrected,18516,78019
Of horses and men,217708,126919
It's a wonderful afterlife,42057,118258
Partition,14608,174973
Good intentions,34417,172853
Gunless,43090,77818
Adventureland,16614,67734
Next friday,10471,3177
American heist,250066,126420
You only live twice,667,7569
Plastic,208869,115151
Amour,86837,98056
Poltergeist iii,10306,1996
Re-kill,106845,144196
"It's a mad, mad, mad, mad world",11576,4799
Volver,219,44694
Heavy metal,11827,610
Gentlemen broncos,22820,72224
Into the grizzly maze,244316,143472
Kites,37737,112909
Melancholia,62215,86320
Red dog,66125,94469
Jab tak hai jaan,132316,134777
Alien,348,1214
Fiddler on the roof,14811,4857
Thunderball,660,2993
Detention,68684,95237
Loose cannons,40794,6560
Set it off,9400,998
Sicko,2359,53894
Down to you,10472,3225
The contender,6521,185007
Boiler room,14181,3298
Trading places,1621,3039
Breakin' all the rules,16428,7457
Henry v,10705,1224
Igby goes down,9685,5577
Pcu,14425,6811
Gracie,15568,53133
Trust the man,14057,47976
Hamlet 2,12621,61246
Velvet goldmine,1808,2337
The wailing,293670,159061
Two evil eyes,29514,6406
Barbecue,250349,132608
All or nothing,12454,5788
Undiscovered,17926,36511
The girl on the train,41248,162602
Veronika decides to die,25968,72980
Crocodile dundee,9671,2470
"Ultramarines: a warhammer 40,000 movie",52010,116215
Beneath hill 60,43418,85763
Polisse,71157,90474
Awake,13483,56169
Skin trade,327833,136698
Crazy heart,25196,73023
Baggage claim,175528,105620
Barbarella,8069,674
Election,9451,2599
The duff,272693,126548
Glitter,10696,4775
Bright star,29963,71327
My name is khan,26022,74787
All is lost,152747,105954
Namastey london,20360,149670
Yeh jawaani hai deewani,185008,108514
Repo! the genetic opera,14353,65868
Pulp fiction,680,296
Nightcrawler,242582,115569
Club dread,11217,7319
Splash,2619,2100
Little miss sunshine,773,46578
Stand by me,235,1259
28 days later,170,6502
You got served,14114,7259
Escape from alcatraz,10734,8340
Brown sugar,37964,5664
50/50,40807,89864
That awkward moment,225565,109483
Modern problems,16471,5768
Kicks,385736,164604
On her majesty's secret service,668,3633
Drive me crazy,14429,2888
Akeelah and the bee,13751,44709
Half baked,9490,1753
New in town,14536,69253
American psycho,1359,3535
Enough said,209263,105211
Easy a,37735,80549
Shadow of the vampire,10873,4036
Prom,51588,89194
Woman on top,14629,3909
Howards end,8293,3260
Anomalisa,291270,139855
8 women,1958,5613
Showdown in little tokyo,13154,6642
Clay pigeons,26618,2280
